name,url,standard,address,task,result(total),result(error),result(warning),result(notice)
Eastham Group Practice - Kj Bush,https://www.easthamgrouppractice.co.uk,WCAG2AA,CH62 6EE,5d06aa0ee0673f62602f628b,823,282,92,449
MATHER AVENUE SURGERY,http://www.matheravenuesurgery.nhs.uk/,WCAG2AA,L19 4UG,5d06aa0ee0673f62602f628a,181,16,54,111
WOOLTON HOUSE MEDICAL CENTRE,http://www.wooltonhousemc.nhs.uk,WCAG2AA,L25 5JA,5d06aa0ee0673f62602f6289,206,29,48,129
Netherley Medical Centre,http://www.primarycareconnect.org.uk,WCAG2AA,L27 7AF,5d06aa0ee0673f62602f6288,4,2,0,2
Birchwood Medical Centre,http://www.birchwoodmedicalcentre.co.uk,WCAG2AA,WA3 7PJ,5d06aa0ee0673f62602f6287,296,14,137,145
Four Acre Health Centre,http://www.four-acre.co.uk,WCAG2AA,WA9 4QB,5d06aa0ee0673f62602f6286
Belle Vale Medical Practice,https://www.bellevalehealthcentre.nhs.uk,WCAG2AA,L25 2XE,5d06aa0ee0673f62602f6285,196,29,47,120
Rainhill Village Surgery,http://www.rainhillvillagesurgery.co.uk/,WCAG2AA,L35 4LP,5d06aa0ee0673f62602f6284,368,22,81,265
St. Johns Medical Centre,http://www.stjohnsmedicalcentre.co.uk,WCAG2AA,WA14 2NW,5d06aa0ee0673f62602f6283
STORRSDALE MEDICAL CENTRE,http://www.storrsdalemedicalcentre.nhs.uk,WCAG2AA,L18 7JY,5d06aa0ee0673f62602f6282,350,26,112,212
The Crossroads Surgery,https://www.thecrossroadssurgery.nhs.uk,WCAG2AA,L35 4LL,5d06aa0ee0673f62602f6299
Longton Medical Centre,http://www.longtonmedicalcentre.co.uk,WCAG2AA,L35 4LL,5d06aa0ee0673f62602f6298,497,20,209,268
Burtonwood Village Surgery,http://www.vistaroadsurgery.co.uk,WCAG2AA,WA5 4PU,5d06aa0ee0673f62602f6297,216,50,64,102
Shay Lane Medical Centre (Patel),http://www.shaylanemedical.co.uk,WCAG2AA,WA15 8NZ,5d06aa0ee0673f62602f6296,1538,66,1317,155
Whiston Health Centre,http://www.astonhealth.com/,WCAG2AA,L35 3SX,5d06aa0ee0673f62602f6295,151,28,74,49
THE ASH SURGERY,http://www.ashsurgery.co.uk,WCAG2AA,L17 0BY,5d06aa0ee0673f62602f6294,107,17,17,73
Rainbow Medical Centre,https://www.rainbowmedicalcentres.co.uk,WCAG2AA,WA9 5QL,5d06aa0ee0673f62602f6293,237,23,97,117
Dr J O'Donnell's Practice,http://www.valleymedicalcentre.co.uk,WCAG2AA,L25 1RY,5d06aa0ee0673f62602f6292,205,10,79,116
Nutgrove Villa Surgery,http://www.nutgrovevillasurgery.nhs.uk,WCAG2AA,L36 6GA,5d06aa0ee0673f62602f63bf,186,14,79,93
Partington Central Surgery,http://www.partingtoncentralsurgery.co.uk/,WCAG2AA,M31 4FY,5d06aa0ee0673f62602f63be
PARTINGTON FAMILY PRACTICE,http://drdeweeverandpartners.co.uk,WCAG2AA,M31 4FY,5d06aa0ee0673f62602f629a
Edge Hill Health @ Mossley Hill Surgery,http://www.edgehillhealth.nhs.uk,WCAG2AA,L18 2DU,5d06aa0ee0673f62602f63bd,162,25,38,99
Longview Medical Centre,http://longviewmedicalcentre.co.uk/,WCAG2AA,L36 6EB,5d06aa0ee0673f62602f63bc,182,16,131,35
Dr Bn Macdonald & Partners,http://www.barringtonmedicalcentre.co.uk,WCAG2AA,WA14 1JB,5d06aa0ee0673f62602f63bb,238,14,106,118
Spital Surgery,http://www.spitalsurgery.nhs.uk,WCAG2AA,CH63 9JP,5d06aa0ee0673f62602f63ba,797,276,79,442
RUTHERFORD MEDICAL CENTRE,http://www.rutherfordmedicalcentre.co.uk/,WCAG2AA,L18 0HJ
Penny Lane Surgery,http://www.pennylanesurgery.nhs.uk,WCAG2AA,L15 9EH,5d06aa0ee0673f62602f63c7,242,35,49,158
Marshalls Cross Medical Centre,http://www.marshallscrossmedicalcentre.co.uk/,WCAG2AA,WA9 3DA,5d06aa0ee0673f62602f63c6,172,47,22,103
Oak Vale Medical Centre,http://oakvalemedicalcentre.co.uk,WCAG2AA,L15 6UT,5d06aa0ee0673f62602f63c5,860,283,91,486
Newton Community Hospital Practice,http://www.ssphealth.com,WCAG2AA,WA12 8RB,5d06aa0ee0673f62602f63c4,131,48,10,73
PARK HOUSE MEDICAL CENTRE,http://www.parkhousemedicalcentre.co.uk,WCAG2AA,L34 1ND,5d06aa0ee0673f62602f63c3,208,17,85,106
WEST TIMPERLEY MEDICAL CENTRE,http://www.westtimperleymedicalcentre.co.uk/,WCAG2AA,WA14 5PF,5d06aa0ee0673f62602f63c2,403,37,104,262
The Bowery Medical Centre,http://www.ssphealth.com,WCAG2AA,WA9 5PR,5d06aa0ee0673f62602f63c1,131,48,10,73
Berrymead Family Med.Ctr.,http://www.fergusonfamilymedical.co.uk,WCAG2AA,WA9 3RP,5d06aa0ee0673f62602f63c0,322,61,81,180
Lance Lane Medical Centre,http://www.lancelanemedicalcentre.nhs.uk,WCAG2AA,L15 6TS,5d06aa0ee0673f62602f63d7,193,11,70,112
PRIMROSE MEDICAL PRACTICE          ,http://www.primrosemedicalpractice.co.uk/,WCAG2AA,L36 7XY,5d06aa0ee0673f62602f63d6,220,10,84,126
Colby Medical Centre Ltd,http://www.colbymedical.co.uk,WCAG2AA,L36 7XY,5d06aa0ee0673f62602f63d5,210,55,23,132
Bluebell Lane Surgery,http://www.bluebelllanemedicalpractice.nhs.uk/,WCAG2AA,L36 7XY,5d06aa0ee0673f62602f63d4,202,58,32,112
CIVIC MEDICAL CENTRE,http://www.civicmc.nhs.uk,WCAG2AA,CH63 7RX,5d06aa0ee0673f62602f63d3,286,29,86,171
SANDRINGHAM MEDICAL CENTRE,http://www.sandringhammc.nhs.uk,WCAG2AA,L17 4JP,5d06aa0ee0673f62602f63d2,84,24,28,32
"THE LAKES MEDICAL CENTRE,TIMPERLEY",http://www.thelakesmc.co.uk,WCAG2AA,WA15 7JW,5d06aa0ee0673f62602f63d1,208,10,74,124
Timperley Health Centre (Westwood),http://www.timperleyhealthcentre.co.uk,WCAG2AA,WA15 6PH,5d06aa0ee0673f62602f63d0
Grove Medical Practice,http://www.grovemed.co.uk/,WCAG2AA,WA15 6PH,5d06aa0ee0673f62602f63cf,426,35,121,270
Dinas Lane Medical Centre,http://www.dinaslanemc.co.uk/,WCAG2AA,L36 2NW,5d06aa0ee0673f62602f63ce,137,24,27,86
Gresford Medical Centre,http://www.astonhealth.com/,WCAG2AA,L14 0JE,5d06aa0ee0673f62602f63cd,151,28,74,49
Patterdale Lodge Medical Centre,"http://www.patterdalelodge.nhs.uk/welcome,37096.htm",WCAG2AA,WA12 9NA,5d06aa0ee0673f62602f63cc,218,19,118,81
Cornerways Medical Centre Ltd,http://www.cornerwaysmedicalcentre.nhs.uk/,WCAG2AA,L36 3TN,5d06aa0ee0673f62602f63cb,212,68,31,113
North Huyton Primary Care Resource Centre (Aston Healthcare),http://www.astonhealth.com/,WCAG2AA,L36 3TN,5d06aa0ee0673f62602f63ca,151,28,74,49
Sunlight Group Practice,http://www.parkfieldmedicalcentrewirral.nhs.uk,WCAG2AA,CH62 5HS,5d06aa0ee0673f62602f63c9,269,69,71,129
Parkfield Med Ctr,http://www.parkfieldmcwirral.nhs.uk/,WCAG2AA,CH62 5HS,5d06aa0ee0673f62602f63c8,231,49,21,161
Dovecot Health Centre,http://www.dovecothealthcentre.nhs.uk/,WCAG2AA,L14 0NL,5d06aa0ee0673f62602f63ef,134,24,26,84
Vista Road Surgery,http://www.vistaroadsurgery.co.uk,WCAG2AA,WA12 9ED,5d06aa0ee0673f62602f63ee,216,50,64,102
Kings Lane Med Practice,http://www.kingslane.net,WCAG2AA,CH63 2LR,5d06aa0ee0673f62602f63ed,137,12,37,88
Church Road Medical Practice,http://www.churchroadmcwirral.nhs.uk,WCAG2AA,CH63 2LR,5d06aa0ee0673f62602f63ec,208,59,28,121
Culcheth Medical Centre,http://www.mysurgerywebsite.co.uk/index.aspx?p=n81059,WCAG2AA,WA3 4DZ,5d06aa0ee0673f62602f63eb,258,20,111,127
The Mosslands Medical Practice,http://www.mosslandsmedicalpractice.co.uk/,WCAG2AA,M44 5LH,5d06aa0ee0673f62602f63ea,173,23,44,106
Brownlow Health @ Princes Park,http://princespark.brownlowhealth.co.uk,WCAG2AA,L8 0SY,5d06aa0ee0673f62602f63e9,216,52,75,89
Teehey Lane Surgery,https://www.teeheylanemedical.co.uk,WCAG2AA,CH63 2JN,5d06aa0ee0673f62602f63e8,336,19,177,140
Sandfield Medical Centre,https://www.sandfieldandwindermeremedicalcentres.com,WCAG2AA,WA10 1PN,5d06aa0ee0673f62602f63e7,469,7,193,269
Cornerstone Surgery,http://www.cornerstonesurgery.co.uk,WCAG2AA,WA9 1LN,5d06aa0ee0673f62602f63e6,105,30,18,57
Irlam Group Practice,http://www.irlamgrouppractice.nhs.uk,WCAG2AA,M44 6ZS,5d06aa0ee0673f62602f63e5,209,9,72,128
KNOTTY ASH MEDICAL CENTRE,http://www.knottyashmc.nhs.uk,WCAG2AA,L14 2DE,5d06aa0ee0673f62602f63e4,81,21,25,35
Brooklands Medical Practice,http://www.brooklandsmedicalpractice.co.uk,WCAG2AA,M23 9JH,5d06aa0ee0673f62602f63e3,202,12,78,112
Picton N'Hood Health & Children's Centre,http://www.pictongreenfamilypractice@nhs.uk,WCAG2AA,L7 6HD,5d06aa0ee0673f62602f63e2,138,43,21,74
EARLE ROAD MEDICAL CENTRE,http://www.earleroadmedicalcentre.nhs.uk,WCAG2AA,L7 6HD,5d06aa0ee0673f62602f63e1,142,10,81,51
Firsway Health Centre,http://www.firswayhealthcentre.co.uk/index.aspx,WCAG2AA,M33 4BR,5d06aa0ee0673f62602f63e0,672,58,338,276
Dingle Park Practice,http://www.dingledocs.nhs.uk,WCAG2AA,L8 6QP,5d06aa0ee0673f62602f63df,296,116,44,136
Old Swan Health Centre Group Practice,http://www.oldswanhcgp.nhs.uk,WCAG2AA,L13 2GA,5d06aa0ee0673f62602f63de,137,44,15,78
ROCK COURT SURGERY,http://www.rockcourtsurgery.nhs.uk,WCAG2AA,L13 2GA,5d06aa0ee0673f62602f63dd,175,21,59,95
Bethany Medical Centre,http://www.bethanymedical.co.uk,WCAG2AA,WA10 4GW,5d06aa0ee0673f62602f63dc,120,15,15,90
Mill Street Medical Centre,http://www.millstreetmedicalcentre.co.uk,WCAG2AA,WA10 2BD,5d06aa0ee0673f62602f63db,458,7,175,276
YEW TREE CENTRE,http://www.yewtreecentre.nhs.uk/,WCAG2AA,L14 4ED,5d06aa0ee0673f62602f63da,216,32,55,129
Smith & Partners,http://www.fergusonfamilymedical.co.uk,WCAG2AA,WA10 2DE,5d06aa0ee0673f62602f63d9,323,61,82,180
Lingholme Health Centre,http://lingholme.co.uk,WCAG2AA,WA10 2HT,5d06aa0ee0673f62602f63d8,202,37,55,110
ABERCROMBY FAMILY PRACTICE,http://www.abercrombyfp.nhs.uk,WCAG2AA,L7 7HG,5d06aa0ee0673f62602f63f7,187,27,43,117
Eccleston Medical Centre Partnership,http://ecclestonmedicalcentre.co.uk,WCAG2AA,WA10 5DA,5d06aa0ee0673f62602f63f6,249,12,137,100
BODMIN ROAD HEALTH CENTRE,http://www.bodminroadhealthcentre.co.uk,WCAG2AA,M33 5JH,5d06aa0ee0673f62602f63f5,151,25,61,65
Haydock Medical Centre,http://www.haydockmedicalcentre.co.uk,WCAG2AA,WA11 0NA,5d06aa0ee0673f62602f63f4,197,58,25,114
Dr Ea Bainbridge's Practice,http://www.stoneycroftmc.nhs.uk,WCAG2AA,L13 6QD,5d06aa0ee0673f62602f63f3,185,46,38,101
Brownlow Health @ Kensington Park,http://kensingtonpark.brownlowhealth.co.uk,WCAG2AA,L7 2PT,5d06aa0ee0673f62602f63f2,214,54,72,88
EDGE HILL HEALTH CENTRE,http://www.edgehillhealth.nhs.uk,WCAG2AA,L7 2AB,5d06aa0ee0673f62602f63f1,168,26,39,103
Gladstone Medical Centre - M Salahuddin,http://www.gladstonemed.co.uk,WCAG2AA,CH42 3TD,5d06aa0ee0673f62602f63f0,456,22,284,150
WASHWAY ROAD MEDICAL CENTRE,http://www.wrmc.org.uk/,WCAG2AA,M33 7SS,5d06aa0ee0673f62602f62a2,156,44,11,101
Chapel Medical Centre,http://www.chapelmedicalcentre.nhs.uk,WCAG2AA,M44 6FE,5d06aa0ee0673f62602f62a1,425,19,250,156
Derbyshire Road South Surgery,http://www.drclaresurgery.co.uk/,WCAG2AA,M33 3JP,5d06aa0ee0673f62602f62a0,4,2,0,2
West Derby Medical Centre,http://www.westderbymc.nhs.uk/,WCAG2AA,L12 8TQ,5d06aa0ee0673f62602f629f,255,35,62,158
Northern Moor Medical Practice,http://www.northernmoor.nhs.uk,WCAG2AA,M23 0PH,5d06aa0ee0673f62602f629e,187,42,57,88
Lowton Surgery,https://www.ssphealth.com/,WCAG2AA,WA3 2AQ,5d06aa0ee0673f62602f629d,131,48,10,73
ST JAMES HEALTH CENTRE,http://www.stjameshealthcentre.co.uk,WCAG2AA,L1 5DZ,5d06aa0ee0673f62602f629c,352,112,64,176
Student Health Centre- Brownlow Health,http://central.brownlowhealth.co.uk/,WCAG2AA,L69 3GD,5d06aa0ee0673f62602f629b,273,62,94,117
Dr Sn Ramamoorthy's Practice,http://www.bighamroadmc.nhs.uk/,WCAG2AA,L6 6DW,5d06aa0ee0673f62602f62a6,107,38,9,60
Conway Road Medical Practice,http://www.mysurgerywebsite.co.uk/index.aspx?p=p91035,WCAG2AA,M33 2TB,5d06aa0ee0673f62602f62a5,4,2,0,2
GREEN LANE MEDICAL CENTRE,http://www.greenlanemc.nhs.uk,WCAG2AA,L13 7DY,5d06aa0ee0673f62602f62a4,193,47,31,115
Brownlow General Practice,http://central.brownlowhealth.co.uk/,WCAG2AA,L69 3GF,5d06aa0ee0673f62602f62a3,260,62,87,111
PARK VIEW MEDICAL CENTRE,https://wwwprimarycareconnect.org.uk,WCAG2AA,L6 7UN,5d06aa0ee0673f62602f62ad
Boundary House Medical Centre ,http://www.boundarysurgery.co.uk/,WCAG2AA,M33 2RH,5d06aa0ee0673f62602f62ac,237,10,113,114
Braithwaite Road Surgery ,https://www.ssphealth.com/our-practices/braithwaite-road-surgery,WCAG2AA,WA3 2HY,5d06aa0ee0673f62602f62ab,263,87,50,126
Family Medical Practice,http://www.familymedical.gpsurgery.net/,WCAG2AA,WA3 3GS,5d06aa0ee0673f62602f62aa,405,185,40,180
Ropewalks General Practice - Brownlow Health,http://central.brownlowhealth.co.uk/,WCAG2AA,L1 5DL,5d06aa0ee0673f62602f62a9
St Catherine's Health Centre,http://www.stcatherinessurgery-wirral.nhs.uk,WCAG2AA,CH42 0LQ,5d06aa0ee0673f62602f62a8,207,62,30,115
Villa Medical Centre - Nmp Cookson,http://www.villamedicalcentrewirral.nhs.uk,WCAG2AA,CH43 3DB,5d06aa0ee0673f62602f62a7,276,11,130,135
Slag Lane Medical Centre,http://www.slaglanemedicalcentre.nhs.uk/,WCAG2AA,WA3 2EZ,5d06aa0ee0673f62602f62cd,283,92,42,149
Dr Fatin Karam,http://www.fairfieldmc.nhs.uk/,WCAG2AA,L6 3BY,5d06aa0ee0673f62602f62cc,97,8,50,39
Urmston Group Practice,http://www.urmstongrouppractice.co.uk,WCAG2AA,M41 8AA,5d06aa0ee0673f62602f62cb,159,51,19,89
Railway Surgery,http://www.ssphealth.com,WCAG2AA,WA3 3GS,5d06aa0ee0673f62602f62ca,131,48,10,73
Heswall And Pensby Group Practice,http://www.hpgpwirral.nhs.uk/,WCAG2AA,CH60 7SG,5d06aa0ee0673f62602f62c9,290,29,98,163
Dr P Gupta,https://www.sandfieldandwindermeremedicalcentres.com,WCAG2AA,WA11 7AG,5d06aa0ee0673f62602f62c8,498,9,213,276
ALBION SURGERY,http://www.albionsurgeryeverton.nhs.uk/,WCAG2AA,L6 2EH,5d06aa0ee0673f62602f62c7,191,8,59,124
Islington House Medical Centre,http://www.islingtonhousemc-liverpool.nhs.uk/,WCAG2AA,L6 2EH,5d06aa0ee0673f62602f62c6,114,23,53,38
HORNSPIT MEDICAL CENTRE,http://www.hornspitmedicalcentre.nhs.uk/,WCAG2AA,L12 5LT,5d06aa0ee0673f62602f62c5,193,25,47,121
Fir Tree Drive South,http://www.firtreemc.nhs.uk,WCAG2AA,L12 0JE,5d06aa0ee0673f62602f62c4,162,55,22,85
Hamilton Medical Centre,http://www.hamiltonmedicalcentre.com/,WCAG2AA,CH41 6AJ,5d06aa0ee0673f62602f62d8,730,262,72,396
Whetstone Lane Medical Centre - Cm Pleasance,https://www.whetstonemc.nhs.uk,WCAG2AA,CH41 2TF,5d06aa0ee0673f62602f62d7
GLOUCESTER HOUSE MEDICAL CENTRE,http://www.ghmc.co.uk,WCAG2AA,M41 9JS,5d06aa0ee0673f62602f62d6,219,14,95,110
TOWNSEND MEDICAL CENTRE,http://www.townsendmc.nhs.uk/,WCAG2AA,L6 0BB,5d06aa0ee0673f62602f62e4,104,26,29,49
Trafford Health Centre,http://www.traffordhealthcentre.nhs.uk,WCAG2AA,M41 5SL,5d06aa0ee0673f62602f62e3,346,37,211,98
Devaney Medical Centre - Jw Bates,http://www.devaneymedicalcentre.nhs.uk,WCAG2AA,CH43 5RE,5d06aa0ee0673f62602f62e2,357,101,25,231
Prenton Medical Centre,http://www.prentonmedicalcentre.nhs.uk/,WCAG2AA,CH43 0TS,5d06aa0ee0673f62602f62e1,4,2,0,2
Holmlands Med Ctr,http://www.holmlandsmcwirral.nhs.uk,WCAG2AA,CH43 0TX,5d06aa0ee0673f62602f62e0,294,11,146,137
Dr Pitalia & Partners,http://www.ssphealth.com,WCAG2AA,WN4 8AD,5d06aa0ee0673f62602f62f8,128,47,10,71
Bryn St Surgery,http://www.ssphealth.com,WCAG2AA,WN4 8LB,5d06aa0ee0673f62602f62f7,131,48,10,73
JUBILEE MEDICAL CENTRE,http://www.jubileemedicalcentre.nhs.uk,WCAG2AA,L11 4UG,5d06aa0ee0673f62602f62f6,182,55,17,110
LANGBANK MEDICAL CENTRE,https://www.langbankmc.nhs.uk,WCAG2AA,L11 1AD,5d06aa0ee0673f62602f62f5,275,17,77,181
GREAT HOMER STREET MEDICAL CENTRE,http://www.greathomerstreetsurgery.nhs.uk,WCAG2AA,L5 0QW,5d06aa0ee0673f62602f62f4,199,23,50,126
Mere Lane Group Practice,http://www.liverpooldoctors.co.uk/,WCAG2AA,L5 0QW,5d06aa0ee0673f62602f62f3,7,2,3,2
Vauxhall Primary Health Care,http://www.vphc.nhs.uk,WCAG2AA,L5 8XR,5d06aa0ee0673f62602f62f2,101,25,33,43
ELLERGREEN MEDICAL CENTRE,http://www.ellergreenmc.nhs.uk,WCAG2AA,L11 2YA,5d06aa0ee0673f62602f62f1,169,8,47,114
West Wirral Group Practice - Ar Johnston,http://www.westwirralgrouppractice.org.uk,WCAG2AA,CH49 5PL,5d06aa0ee0673f62602f62f0,262,53,23,186
Davyhulme Medical Centre,http://www.davyhulmemedicalcentre.co.uk/,WCAG2AA,M41 7WJ,5d06aa0ee0673f62602f62ef,271,61,70,140
Leigh Sports Village Practice,https://www.ssphealth.com,WCAG2AA,WN7 4JY,5d06aa0ee0673f62602f6304,131,48,10,73
Townfield Health Centre,http://www.townfieldmedical.co.uk,WCAG2AA,CH43 9JW,5d06aa0ee0673f62602f6303
Dr Abdula Rauf Kukaswadia,http://www.mosswaysurgery.nhs.uk,WCAG2AA,L11 0BL,5d06aa0ee0673f62602f6302,121,46,9,66
GILLMOSS MEDICAL CENTRE,http://www.gillmossmedicalcentre.nhs.uk,WCAG2AA,L11 0AG,5d06aa0ee0673f62602f6301,132,21,32,79
Lostock Medical Centre,http://www.lostockmedicalcentre.co.uk/,WCAG2AA,M32 9PA,5d06aa0ee0673f62602f6300
Dr Shah- Bousfield Surgery,http://www.bousfieldmc.nhs.uk/drshah,WCAG2AA,L4 4PP,5d06aa0ee0673f62602f6318,80,23,17,40
The Bousfield Surgery,http://www.bousfieldmc.nhs.uk/drroberts/,WCAG2AA,L4 4PP,5d06aa0ee0673f62602f6317,79,25,13,41
CAVENDISH MEDICAL CENTRE,http://www.cavendishmedicalcentre.nhs.uk/,WCAG2AA,CH41 8DB,5d06aa0ee0673f62602f6316,1218,528,114,576
MIRIAM MEDICAL CENTRE,http://www.miriamprimarycaregroup.co.uk/,WCAG2AA,CH41 8DB,5d06aa0ee0673f62602f6315,246,55,25,166
Delamere Medical Practice,http://www.delameremedicalpractice.nhs.uk,WCAG2AA,M32 0DF,5d06aa0ee0673f62602f6314,191,50,18,123
STOPGATE LANE MEDICAL CENTRE,https://www.stopgatelanemedicalcentre.co.uk,WCAG2AA,L9 6AP,5d06aa0ee0673f62602f6313,347,67,44,236
LONG LANE MEDICAL CENTRE,http://www.longlanemedicalcentre.nhs.uk/,WCAG2AA,L9 6DQ,5d06aa0ee0673f62602f6312,222,32,54,136
WALTON VILLAGE MEDICAL CENTRE,http://www.waltonvillagemc.nhs.uk,WCAG2AA,L4 6TW,5d06aa0ee0673f62602f6311,179,37,38,104
Corkland Road Medical Practice,http://www.corklandroadmedicalpractice.co.uk,WCAG2AA,M21 8UP,5d06aa0ee0673f62602f6310,248,14,115,119
Woodchurch Medical Centre,http://www.woodchurchmedical.co.uk,WCAG2AA,CH49 9BP,5d06aa0ee0673f62602f630f,431,42,212,177
Wilbraham Surgery,https://www.wilbrahamsurgery.nhs.uk/,WCAG2AA,M21 0UF,5d06aa0ee0673f62602f630e,1007,42,489,476
"Drs Wilson, Evans & Halder",http://www.somervillemedicalcentre.co.uk/,WCAG2AA,CH44 4AA,5d06aa0ee0673f62602f630d,1191,498,93,600
Heatherlands Med Ctr,http://www.heatherlands.net,WCAG2AA,CH49 9DA,5d06aa0ee0673f62602f630c,238,69,24,145
Egremont Medical Centre,https://www.egremontmcwirral.nhs.uk/,WCAG2AA,CH44 8AT,5d06aa0ee0673f62602f6411,162,45,19,98
Dr Ri King's Practice,http://www.stlaurencesmc.co.uk,WCAG2AA,L32 9QU,5d06aa0ee0673f62602f6410,106,38,17,51
Gorse Hill Medical Centre,http://www.ghmcars.co.uk,WCAG2AA,M32 0RN,5d06aa0ee0673f62602f640f,16,6,3,7
THE GREY ROAD SURGERY,http://www.thegreyroadsurgery.co.uk/,WCAG2AA,L9 1AD,5d06aa0ee0673f62602f640e,190,8,68,114
WALTON MEDICAL CENTRE,http://www.waltonmedicalcentre.nhs.uk,WCAG2AA,L9 1AD,5d06aa0ee0673f62602f640d,202,54,43,105
MILLBROOK MEDICAL CENTRE,http://www.millbrookmedicalcentre.nhs.uk/,WCAG2AA,L33 1XT,5d06aa0ee0673f62602f640c,196,23,61,112
Liscard Group Practice - Staples B,http://www.liscardgrouppracticewirral.nhs.uk,WCAG2AA,CH44 5UF,5d06aa0ee0673f62602f640b,1231,531,105,595
Central Park Medical Centre - Ap Powell (Senior Partner),http://www.centralparkmcwirral.nhs.uk/index.aspx,WCAG2AA,CH44 5UF,5d06aa0ee0673f62602f640a,234,13,95,126
3/Springfield House Medical Practice,http://www.springfield-medical-centre.co.uk/,WCAG2AA,M30 8QD,5d06aa0ee0673f62602f6409,311,26,76,209
TRENTHAM MEDICAL CENTRE,http://www.trenthammedicalcentre.nhs.uk/pages/default.aspx,WCAG2AA,L32 8RE,5d06aa0ee0673f62602f6408
The Macmillan Surgery,http://www.themacmillansurgery.nhs.uk/,WCAG2AA,L32 8RE,5d06aa0ee0673f62602f6407,188,14,72,102
MANOR HEALTH CENTRE,http://www.manorhcwirral.nhs.uk,WCAG2AA,CH45 4JG,5d06aa0ee0673f62602f6406,224,11,89,124
Concept House Surgery,http://www.concepthousesurgery.nhs.uk,WCAG2AA,L20 3BG,5d06aa0ee0673f62602f6405,192,24,46,122
Dr Masud Prodhan,http://www.oldtraffordsurgery.co.uk,WCAG2AA,M16 0LW,5d06aa0ee0673f62602f6419,209,15,84,110
WINGATE MEDICAL CENTRE,http://www.wingatemedicalcentre.co.uk,WCAG2AA,L33 6YJ,5d06aa0ee0673f62602f6418,227,18,83,126
Greasby Group Practice - Pj Coppock,http://www.greasbygrouppractice.nhs.uk/,WCAG2AA,CH49 3AT,5d06aa0ee0673f62602f6417,232,28,93,111
Orrell Park Medical Centre,http://www.ssphealth.com,WCAG2AA,L9 8BU,5d06aa0ee0673f62602f6416,129,48,10,71
Eccles Gateway Medical Centre,http://ecclesgatewaymc.co.uk,WCAG2AA,M30 0TU,5d06aa0ee0673f62602f6415,37,3,20,14
Salford Primary Care Together - Eccles,http://www.salfordhealthmatters.co.uk/,WCAG2AA,M30 0TU,5d06aa0ee0673f62602f642c,225,31,74,120
Earlston And Seabank Medical Centre,http://www.miriamprimarycaregroup.co.uk/,WCAG2AA,CH45 5DX,5d06aa0ee0673f62602f642b,246,55,25,166
Aintree Park Group Practice ,http://www.aintreeparkgrouppractice.nhs.uk,WCAG2AA,L9 8AL,5d06aa0ee0673f62602f642a,226,18,78,130
"Drs Budden, Sutherland,Tasker & Tyrrell",http://www.standrewsmceccles.nhs.uk/,WCAG2AA,M30 0NU,5d06aa0ee0673f62602f6429,422,120,84,218
"Dr D Casey, Dr T Regan & Dr A Walker",http://www.standrewsmceccles.nhs.uk/,WCAG2AA,M30 0NU,5d06aa0ee0673f62602f6428,422,120,84,218
St.Andrews Medical Centre,http://www.standrewsmceccles.nhs.uk/,WCAG2AA,M30 0NU,5d06aa0ee0673f62602f6427,422,120,84,218
The Strand Medical Centre,http://www.strandmedicalcentre.nhs.uk/,WCAG2AA,L20 5BW,5d06aa0ee0673f62602f6426,208,24,53,131
St Hilary Group Practice,http://www.sthilarygrouppractice.net,WCAG2AA,CH45 3NA,5d06aa0ee0673f62602f643e,64,6,19,39
Moss Lane Surgery (Bird & Kassha Practice),http://www.misrabirdpractice.nhs.uk/,WCAG2AA,L20 0EA,5d06aa0ee0673f62602f643d,116,28,41,47
North Park Health Centre,http://www.northparkmedical.co.uk/,WCAG2AA,L20 5DQ,5d06aa0ee0673f62602f643c,453,49,201,203
Moreton Medical Centre - A Pereira,http://www.moretonmcwirral.nhs.uk,WCAG2AA,CH46 0PE,5d06aa0ee0673f62602f643b,258,8,109,141
Melling Surgery,http://www.mazmedical.nhs.uk/,WCAG2AA,L31 1DY,5d06aa0ee0673f62602f643a,214,69,31,114
Ordsall Health Surgery,http://www.ordsallhealthsurgery.nhs.uk,WCAG2AA,M5 3PH,5d06aa0ee0673f62602f6439,353,83,31,239
Moreton Health Clinic - J Wright,http://www.moretonhealthclinic.nhs.uk/index.aspx,WCAG2AA,CH46 7XA,5d06aa0ee0673f62602f6438,218,63,37,118
Grove Road Surgery - R Tandon,http://www.groveroadsurgerywirral.nhs.uk/,WCAG2AA,CH45 3HF,5d06aa0ee0673f62602f6437,226,38,42,146
HOYLAKE ROAD MEDICAL CENTRE,http://www.hoylakeroadmcwirral.nhs.uk/,WCAG2AA,CH46 6DE,5d06aa0ee0673f62602f6436,303,96,49,158
Moreton Cross Group Practice - R Alman,http://www.moretoncrossgpwirral.nhs.uk/,WCAG2AA,CH46 8SA,5d06aa0ee0673f62602f6435,304,30,133,141
The Old Roan Surgery,http://www.aintreeparkgrouppractice.nhs.uk/,WCAG2AA,L10 6NJ,5d06aa0ee0673f62602f6434,224,18,78,128
Cornerstone Medical Practice,http://www.salfordcarecentres.co.uk,WCAG2AA,M6 5QQ,5d06aa0ee0673f62602f6433,187,6,64,117
Leasowe Medical Practice,http://www.leasowemp.co.uk,WCAG2AA,CH46 2QQ,5d06aa0ee0673f62602f644e,448,49,218,181
